 Document set number (Dnnn)
 |    Type (= Extract)
 |    | Target size (200, 400)
 |    | |   Document selector code (A-J)
 |    | |   | Peer summarizer code (manual[A-J] or system submission[15-31]
 |    | |   | |   Model summarizer code (A-J)
 |    | |   | |   |   Model sentences
 |    | |   | |   |   |     Peer sentences
 |    | |   | |   |   |     |    Model-only sentences
 |    | |   | |   |   |     |    |    Model and peer sentences
 |    | |   | |   |   |     |    |    |    Peer-only sentences
 |    | |   | |   |   |     |    |    |    |  Sentence precision
 |    | |   | |   |   |     |    |    |    |  |      Sentence recall
 |    | |   | |   |   |     |    |    |    |  |      |
 D082 E 400 A 28  C   14   13   10    4    9  0.308  0.286
 D082 E 400 A 28  H   18   13   18    0   13  0.000  0.000
 D082 E 400 A 29  C   14   13   11    3   10  0.231  0.214
 D082 E 400 A 29  H   18   13   17    1   12  0.077  0.056
 D082 E 400 A 31  C   14   12   11    3    9  0.250  0.214
 D082 E 400 A 31  H   18   12   18    0   12  0.000  0.000
 D083 E 200 A 16  B    8    6    8    0    6  0.000  0.000
 D083 E 200 A 16  G    8    6    7    1    5  0.167  0.125
 D083 E 200 A 19  B    8    7    7    1    6  0.143  0.125
 D083 E 200 A 19  G    8    7    7    1    6  0.143  0.125
 D083 E 200 A 20  B    8    7    7    1    6  0.143  0.125
 D083 E 200 A 20  G    8    7    8    0    7  0.000  0.000
 D083 E 200 A 21  B    8    7    4    4    3  0.571  0.500
 D083 E 200 A 21  G    8    7    7    1    6  0.143  0.125
 D083 E 200 A 22  B    8    4    8    0    4  0.000  0.000
 D083 E 200 A 22  G    8    4    8    0    4  0.000  0.000
 D083 E 200 A 24  B    8   10    7    1    9  0.100  0.125
 D083 E 200 A 24  G    8   10    8    0   10  0.000  0.000
 D083 E 200 A 25  B    8    6    8    0    6  0.000  0.000
 D083 E 200 A 25  G    8    6    8    0    6  0.000  0.000
 D083 E 200 A 28  B    8    8    7    1    7  0.125  0.125
 D083 E 200 A 28  G    8    8    6    2    6  0.250  0.250
 D083 E 200 A 29  B    8    8    4    4    4  0.500  0.500
 D083 E 200 A 29  G    8    8    7    1    7  0.125  0.125
 D083 E 200 A 31  B    8    7    7    1    6  0.143  0.125
 D083 E 200 A 31  G    8    7    8    0    7  0.000  0.000
 D083 E 400 A 16  B   18   12   17    1   11  0.083  0.056
 D083 E 400 A 16  G   19   12   18    1   11  0.083  0.053
 D083 E 400 A 19  B   18   14   14    4   10  0.286  0.222
 D083 E 400 A 19  G   19   14   16    3   11  0.214  0.158
 D083 E 400 A 20  B   18   19   15    3   16  0.158  0.167
 D083 E 400 A 20  G   19   19   18    1   18  0.053  0.053
 D083 E 400 A 21  B   18   14   12    6    8  0.429  0.333
 D083 E 400 A 21  G   19   14   18    1   13  0.071  0.053
 D083 E 400 A 22  B   18    8   18    0    8  0.000  0.000
 D083 E 400 A 22  G   19    8   19    0    8  0.000  0.000
 D083 E 400 A 24  B   18   19   15    3   16  0.158  0.167
 D083 E 400 A 24  G   19   19   16    3   16  0.158  0.158
 D083 E 400 A 25  B   18   16   15    3   13  0.188  0.167
 D083 E 400 A 25  G   19   16   17    2   14  0.125  0.105
 D083 E 400 A 28  B   18   16   12    6   10  0.375  0.333
 D083 E 400 A 28  G   19   16   16    3   13  0.188  0.158
 D083 E 400 A 29  B   18   14   14    4   10  0.286  0.222
 D083 E 400 A 29  G   19   14   15    4   10  0.286  0.211
 D083 E 400 A 31  B   18   15   16    2   13  0.133  0.111
 D083 E 400 A 31  G   19   15   17    2   13  0.133  0.105
 D084 E 200 A 16  H    7    4    7    0    4  0.000  0.000
 D084 E 200 A 16  J    7    4    7    0    4  0.000  0.000
 D084 E 200 A 19  H    7    9    6    1    8  0.111  0.143
 D084 E 200 A 19  J    7    9    6    1    8  0.111  0.143
 D084 E 200 A 20  H    7    6    7    0    6  0.000  0.000
 D084 E 200 A 20  J    7    6    6    1    5  0.167  0.143
 D084 E 200 A 21  H    7    6    6    1    5  0.167  0.143
 D084 E 200 A 21  J    7    6    6    1    5  0.167  0.143
 D084 E 200 A 22  H    7    4    7    0    4  0.000  0.000
 D084 E 200 A 22  J    7    4    7    0    4  0.000  0.000
 D084 E 200 A 24  H    7    7    7    0    7  0.000  0.000
 D084 E 200 A 24  J    7    7    6    1    6  0.143  0.143
 D084 E 200 A 25  H    7    5    7    0    5  0.000  0.000
 D084 E 200 A 25  J    7    5    7    0    5  0.000  0.000
 D084 E 200 A 28  H    7    6    6    1    5  0.167  0.143
 D084 E 200 A 28  J    7    6    6    1    5  0.167  0.143
 D084 E 200 A 29  H    7    8    6    1    7  0.125  0.143
 D084 E 200 A 29  J    7    8    7    0    8  0.000  0.000
 D084 E 200 A 31  H    7    6    6    1    5  0.167  0.143
 D084 E 200 A 31  J    7    6    7    0    6  0.000  0.000
 D084 E 400 A 16  H   15    9   12    3    6  0.333  0.200
 D084 E 400 A 16  J   13    9   12    1    8  0.111  0.077
 D084 E 400 A 19  H   15   18   13    2   16  0.111  0.133
 D084 E 400 A 19  J   13   18   11    2   16  0.111  0.154
 D084 E 400 A 20  H   15   15   13    2   13  0.133  0.133
 D084 E 400 A 20  J   13   15   12    1   14  0.067  0.077
